"M1_BL","M1_MD","M2_BL","M2_MD","P4_BL","specimen_id","taxon","cusp_pattern","hypocone_size","cingulum","simulation","true_n_species"
18.626727759055,17.7931592109801,20.7582893955026,18.5064483913637,11.4163106257214,"Species_A_001","Species_A","Y5","large","strong","SIM1",3
19.3987340143815,17.9309787317659,20.4149316278479,18.9914056584805,12.1515041510985,"Species_A_002","Species_A","Y5","large","strong","SIM1",3
19.9682928066806,18.4938055668331,20.7837254952631,19.0566857813555,12.1982852233814,"Species_A_003","Species_A","Y5","large","strong","SIM1",3
19.573574278606,17.9333418945571,21.6076765128699,19.6332394446356,11.49121653359,"Species_A_004","Species_A","Y5","large","weak","SIM1",3
19.3989396306285,17.2204626341452,19.9734378807549,18.6362210240489,11.4620821636142,"Species_A_005","Species_A","Y5","medium","absent","SIM1",3
18.7744261431678,17.4020155131736,20.3292654060793,18.6732658330604,10.8620999108944,"Species_A_006","Species_A","Y5","large","strong","SIM1",3
19.581214167781,17.4758713433938,20.7256510361569,18.5903977939461,12.2346278314701,"Species_A_007","Species_A","Y5","large","weak","SIM1",3
19.6497671285924,18.2472438823266,21.1533633153225,19.1529615943234,12.2642041121275,"Species_A_008","Species_A","Y5","large","strong","SIM1",3
21.43507102247,18.5922532298464,21.9378047094063,19.2249568840323,12.1068911688036,"Species_A_009","Species_A","Y5","large","strong","SIM1",3
20.702973815706,18.231418568684,21.8361045985461,19.9212044599315,12.400492915928,"Species_A_010","Species_A","Y5","large","weak","SIM1",3
21.3366313550084,18.3768495806062,22.1877228608131,19.7834823137736,13.1905912743333,"Species_A_011","Species_A","Y5","large","strong","SIM1",3
19.724234700143,17.9420836045449,20.8309425172543,18.2864856840897,11.9425334851399,"Species_A_012","Species_A","Y5","medium","strong","SIM1",3
19.5359790593282,17.259436442827,20.5960555572768,18.4896504315049,11.6727916834419,"Species_A_013","Species_A","Y5","medium","strong","SIM1",3
19.7099173391458,17.7190911515366,20.9878282614844,18.8496617178124,11.815227446638,"Species_A_014","Species_A","Y5","medium","strong","SIM1",3
22.2593951867148,19.33749542183,23.4315580103828,20.6440718744766,13.6921981250687,"Species_A_015","Species_A","Y5","large","strong","SIM1",3
20.2519705754203,17.5556907121526,21.3170142856674,19.3838739944486,11.5844290706506,"Species_A_016","Species_A","Y5","large","strong","SIM1",3
20.168292697535,19.1954025771966,21.5066595017598,19.8292499360192,11.8866895108236,"Species_A_017","Species_A","Y5","medium","strong","SIM1",3
19.9118142736405,17.878543188408,20.7956909681522,18.3376407259289,11.7642627413834,"Species_A_018","Species_A","Y5","medium","absent","SIM1",3
21.5296644731989,19.028600584499,21.6677458670467,19.6244431231876,12.9611021627035,"Species_A_019","Species_A","Y4","large","strong","SIM1",3
20.5287751001931,19.310758871473,22.3718505982426,20.9160576228727,12.508657232162,"Species_A_020","Species_A","Y4","large","strong","SIM1",3
19.6946710123837,17.2497222831023,20.567450075091,17.853904282883,11.1345022212102,"Species_A_021","Species_A","Y5","large","absent","SIM1",3
19.9744717741714,18.0290487007071,20.5830047518198,19.0183326783207,11.3521034933195,"Species_A_022","Species_A","Y5","medium","strong","SIM1",3
19.8971412823617,17.2826043581951,20.178121269526,18.237747960095,11.3264618462688,"Species_A_023","Species_A","Y5","large","strong","SIM1",3
20.3451635320753,18.1699107185969,20.9996512249412,19.0293961753526,12.1090325083015,"Species_A_024","Species_A","Y5","medium","absent","SIM1",3
20.2918256723183,17.94860192458,20.082702689671,18.567947084681,12.3344085242089,"Species_A_025","Species_A","Y5","large","strong","SIM1",3
14.8543075625815,13.9786941736824,16.2087122835544,14.9439245466491,10.8624356953238,"Species_B_001","Species_B","Y5","large","strong","SIM1",3
13.8179990564824,13.1369078194203,15.2776097111637,14.2321531733837,8.90991128701263,"Species_B_002","Species_B","Y4","large","weak","SIM1",3
15.2471791193392,13.7455733889412,17.109084643787,15.2483497289677,10.6633408410529,"Species_B_003","Species_B","Y5","medium","absent","SIM1",3
13.8760981809544,13.3614942321071,14.9467708782495,13.8385223136914,8.90398046649786,"Species_B_004","Species_B","Plus5","large","strong","SIM1",3
